REFERENCE_MONTH,HEADQUATERS_CURRENT_ID,HEADQUATERS_CURRENT_NAME,BUSINESS_CURRENT_DEPARTMENT_CODE,BUSINESS_CURRENT_DEPARTMENT_NAME,SALES_GROUP_CURRENT_CODE,SALES_GROUP_CURRENT_NAME,ROUTE_CURRENT_BUSINESS_DEPARTMENT_CODE,ROUTE_CURRENT_BUSINESS_DEPARTMENT_NAME,MANAGER_ID,MANAGER_NAME,HEAD_OFFICE_CODE,HEAD_OFFICE_NAME,CUSTOMER_ID,CUSTOMER_NAME,PRODUCT_NUMBER,PRODUCT_NAME,LARGE_PRODUCT_CATEGORY,LARGE_PRODUCT_CATEGORY_NAME,MIDDLE_PRODUCT_CATEGORY,MIDDLE_PRODUCT_CATEGORY_NAME,SMALL_PRODUCT_CATEGORY,SMALL_PRODUCT_CATEGORY_NAME,DETAILED_PRODUCT_CATEGORY,DETAILED_PRODUCT_CATEGORY_NAME,PB_DIV_CD,PB_DIV_NM,SALES_VALUE_AT_HANDLING_REFERENCE,SALES_PROFIT_AMOUNT
2024.11,25487,본부_3,87570,사업부_5,40645,영업그룹_1,09014,경로사업부_2,68924,매니저_1,79956,본점_4,90482989,고객_11,43608675,상품_2422,408,대분류_1,0162,중분류_5,8121,소분류_2,2897,세분류_4,01,PB_1,93780.48508533562,4491.513287745398
2023.09,88114,본부_5,18075,사업부_2,15000,영업그룹_4,93691,경로사업부_3,68924,매니저_1,40814,본점_3,24100318,고객_20,37093465,상품_2423,614,대분류_4,0162,중분류_5,5404,소분류_4,7025,세분류_3,04,PB_4,23832.443509050336,2335.2407510125236
2023.11,42786,본부_4,66484,사업부_3,77006,영업그룹_2,09014,경로사업부_2,40058,매니저_5,09443,본점_2,58634617,고객_5,70377171,상품_2424,933,대분류_5,7794,중분류_3,5658,소분류_1,7025,세분류_3,04,PB_4,84145.57928470535,3081.102151869634
2023.05,42786,본부_4,87570,사업부_5,15000,영업그룹_4,42605,경로사업부_1,40058,매니저_5,62642,본점_1,97278440,고객_18,18135492,상품_2425,952,대분류_3,1856,중분류_2,5658,소분류_1,7025,세분류_3,04,PB_4,41624.02489724417,6265.237968350785
2023.07,25487,본부_3,84073,사업부_4,15000,영업그룹_4,09014,경로사업부_2,46638,매니저_2,40814,본점_3,54654342,고객_14,39907108,상품_2426,408,대분류_1,1856,중분류_2,5658,소분류_1,2897,세분류_4,04,PB_4,86304.37269330809,7213.694489009007
2023.06,05467,본부_2,80841,사업부_1,40645,영업그룹_1,45128,경로사업부_4,32438,매니저_4,40814,본점_3,58634617,고객_5,59101755,상품_2427,815,대분류_2,7794,중분류_3,1649,소분류_3,7655,세분류_2,01,PB_1,24000.088945437383,7043.175814475047
2023.04,05467,본부_2,84073,사업부_4,77006,영업그룹_2,45128,경로사업부_4,32438,매니저_4,62642,본점_1,98000523,고객_17,26586296,상품_2428,614,대분류_4,1856,중분류_2,7296,소분류_5,2897,세분류_4,03,PB_3,20295.263318399873,7576.421128304805
2024.05,88114,본부_5,87570,사업부_5,40645,영업그룹_1,45128,경로사업부_4,32438,매니저_4,62642,본점_1,73065718,고객_7,93923470,상품_2429,933,대분류_5,1856,중분류_2,5404,소분류_4,7951,세분류_5,01,PB_1,51434.3884193481,3605.6427343058454
2024.03,05467,본부_2,18075,사업부_2,77006,영업그룹_2,45128,경로사업부_4,68924,매니저_1,91638,본점_5,58634617,고객_5,65368050,상품_2430,815,대분류_2,1856,중분류_2,5658,소분류_1,7025,세분류_3,02,PB_2,7159.8151296406,4439.768126531678
2023.03,88114,본부_5,66484,사업부_3,05944,영업그룹_5,45128,경로사업부_4,13500,매니저_3,62642,본점_1,72182478,고객_10,71781539,상품_2431,614,대분류_4,9507,중분류_4,1649,소분류_3,2897,세분류_4,03,PB_3,81344.2904168048,195.07987424263897
2024.06,25487,본부_3,84073,사업부_4,66869,영업그룹_3,93691,경로사업부_3,40058,매니저_5,79956,본점_4,98000523,고객_17,61163578,상품_2432,815,대분류_2,2601,중분류_1,8121,소분류_2,7655,세분류_2,02,PB_2,34831.13526408695,6880.403066584913
2023.12,25817,본부_1,66484,사업부_3,40645,영업그룹_1,45128,경로사업부_4,68924,매니저_1,79956,본점_4,36407697,고객_12,80445541,상품_2433,933,대분류_5,9507,중분류_4,5404,소분류_4,7655,세분류_2,04,PB_4,89070.34481271043,6150.691877902861
2024.01,25817,본부_1,66484,사업부_3,66869,영업그룹_3,09014,경로사업부_2,46638,매니저_2,62642,본점_1,24211193,고객_13,07871468,상품_2434,614,대분류_4,2601,중분류_1,8121,소분류_2,7655,세분류_2,03,PB_3,6539.679696928251,4711.144840597522
2023.06,42786,본부_4,84073,사업부_4,05944,영업그룹_5,93691,경로사업부_3,13500,매니저_3,79956,본점_4,54654342,고객_14,47594172,상품_2435,408,대분류_1,7794,중분류_3,5658,소분류_1,7951,세분류_5,04,PB_4,6806.634457742012,9371.87390527852
2023.02,25817,본부_1,84073,사업부_4,15000,영업그룹_4,93691,경로사업부_3,68924,매니저_1,62642,본점_1,58634617,고객_5,93092360,상품_2436,614,대분류_4,2601,중분류_1,7296,소분류_5,4290,세분류_1,01,PB_1,44857.542093128046,508.1549397584651
2023.05,88114,본부_5,66484,사업부_3,77006,영업그룹_2,42605,경로사업부_1,40058,매니저_5,79956,본점_4,17448779,고객_6,37687799,상품_2437,614,대분류_4,7794,중분류_3,7296,소분류_5,7025,세분류_3,03,PB_3,74764.3592768687,9337.847078615903
2023.12,05467,본부_2,84073,사업부_4,15000,영업그룹_4,37283,경로사업부_5,40058,매니저_5,62642,본점_1,54654342,고객_14,44178645,상품_2438,614,대분류_4,1856,중분류_2,5658,소분류_1,4290,세분류_1,02,PB_2,41922.19426777257,9850.344465592196
2023.03,42786,본부_4,80841,사업부_1,77006,영업그룹_2,09014,경로사업부_2,40058,매니저_5,91638,본점_5,90482989,고객_11,05824211,상품_2439,815,대분류_2,9507,중분류_4,8121,소분류_2,7951,세분류_5,04,PB_4,68646.26615970749,8566.451928576418
2023.04,25817,본부_1,66484,사업부_3,15000,영업그룹_4,45128,경로사업부_4,46638,매니저_2,79956,본점_4,23407255,고객_9,54751902,상품_2440,408,대분류_1,2601,중분류_1,5404,소분류_4,7025,세분류_3,04,PB_4,44398.98728268956,3832.91608127909
2024.02,88114,본부_5,84073,사업부_4,77006,영업그룹_2,42605,경로사업부_1,13500,매니저_3,40814,본점_3,97278440,고객_18,49746253,상품_2441,408,대분류_1,7794,중분류_3,5658,소분류_1,7655,세분류_2,01,PB_1,10002.50143010722,4282.041880797291
2024.07,88114,본부_5,87570,사업부_5,77006,영업그룹_2,42605,경로사업부_1,68924,매니저_1,79956,본점_4,75142952,고객_3,07241413,상품_2442,952,대분류_3,0162,중분류_5,5404,소분류_4,7025,세분류_3,02,PB_2,81244.15847276586,8629.946717818564
2023.06,25817,본부_1,66484,사업부_3,77006,영업그룹_2,37283,경로사업부_5,13500,매니저_3,62642,본점_1,36407697,고객_12,87743125,상품_2443,815,대분류_2,7794,중분류_3,8121,소분류_2,4290,세분류_1,01,PB_1,23702.189562622105,9242.714076876458
2024.07,25817,본부_1,80841,사업부_1,05944,영업그룹_5,93691,경로사업부_3,46638,매니저_2,79956,본점_4,24100318,고객_20,14474844,상품_2444,815,대분류_2,2601,중분류_1,5404,소분류_4,7025,세분류_3,02,PB_2,56654.10047103562,6889.614620124365
2023.09,88114,본부_5,87570,사업부_5,15000,영업그룹_4,42605,경로사업부_1,40058,매니저_5,09443,본점_2,36407697,고객_12,42056613,상품_2445,408,대분류_1,2601,중분류_1,1649,소분류_3,2897,세분류_4,03,PB_3,77569.99333062081,1304.9132903646175
2023.04,42786,본부_4,87570,사업부_5,77006,영업그룹_2,09014,경로사업부_2,68924,매니저_1,79956,본점_4,45124782,고객_2,11955837,상품_2446,933,대분류_5,2601,중분류_1,1649,소분류_3,4290,세분류_1,01,PB_1,33551.970874849474,8015.399971690539
2023.12,88114,본부_5,80841,사업부_1,05944,영업그룹_5,37283,경로사업부_5,46638,매니저_2,62642,본점_1,23407255,고객_9,09491822,상품_2447,815,대분류_2,9507,중분류_4,5658,소분류_1,7025,세분류_3,02,PB_2,18773.57412987177,9492.868219328162
2023.07,25487,본부_3,66484,사업부_3,77006,영업그룹_2,37283,경로사업부_5,13500,매니저_3,91638,본점_5,24211193,고객_13,20209100,상품_2448,408,대분류_1,1856,중분류_2,5404,소분류_4,4290,세분류_1,03,PB_3,48730.71757573276,193.75868886775785
2024.04,25487,본부_3,80841,사업부_1,40645,영업그룹_1,42605,경로사업부_1,32438,매니저_4,09443,본점_2,54654342,고객_14,49560437,상품_2449,815,대분류_2,9507,중분류_4,7296,소분류_5,2897,세분류_4,01,PB_1,23802.463735085905,9343.23345151844
2024.03,25487,본부_3,87570,사업부_5,05944,영업그룹_5,45128,경로사업부_4,46638,매니저_2,79956,본점_4,26118220,고객_16,71596752,상품_2450,815,대분류_2,9507,중분류_4,5404,소분류_4,7951,세분류_5,03,PB_3,85104.50711209171,6575.821168892164
2023.11,88114,본부_5,84073,사업부_4,40645,영업그룹_1,09014,경로사업부_2,46638,매니저_2,79956,본점_4,36407697,고객_12,38446020,상품_2451,815,대분류_2,1856,중분류_2,8121,소분류_2,2897,세분류_4,04,PB_4,13174.924485822872,4786.263747299237
2024.06,42786,본부_4,66484,사업부_3,77006,영업그룹_2,09014,경로사업부_2,46638,매니저_2,40814,본점_3,15967515,고객_19,72520293,상품_2452,815,대분류_2,7794,중분류_3,5404,소분류_4,7025,세분류_3,03,PB_3,92392.53602430278,786.6879849197031
2023.06,25487,본부_3,87570,사업부_5,15000,영업그룹_4,93691,경로사업부_3,68924,매니저_1,40814,본점_3,17448779,고객_6,11995944,상품_2453,614,대분류_4,1856,중분류_2,7296,소분류_5,7951,세분류_5,03,PB_3,23227.10101751311,4649.456080875249
2023.03,25817,본부_1,87570,사업부_5,40645,영업그룹_1,93691,경로사업부_3,32438,매니저_4,62642,본점_1,54654342,고객_14,38142193,상품_2454,933,대분류_5,0162,중분류_5,5658,소분류_1,2897,세분류_4,02,PB_2,4584.84986752536,9183.472878657285
2024.03,05467,본부_2,87570,사업부_5,40645,영업그룹_1,42605,경로사업부_1,32438,매니저_4,09443,본점_2,26118220,고객_16,65537753,상품_2455,614,대분류_4,9507,중분류_4,5404,소분류_4,7655,세분류_2,02,PB_2,9022.15601727768,5060.823305738069
2024.10,88114,본부_5,18075,사업부_2,66869,영업그룹_3,93691,경로사업부_3,68924,매니저_1,79956,본점_4,05847842,고객_8,67564709,상품_2456,952,대분류_3,2601,중분류_1,5658,소분류_1,7655,세분류_2,02,PB_2,28911.43560024737,1104.5210971726515
2023.05,25817,본부_1,66484,사업부_3,66869,영업그룹_3,45128,경로사업부_4,13500,매니저_3,91638,본점_5,26118220,고객_16,17335500,상품_2457,933,대분류_5,7794,중분류_3,5658,소분류_1,7025,세분류_3,01,PB_1,32661.957695533154,1825.3180208685428
2024.02,05467,본부_2,87570,사업부_5,40645,영업그룹_1,93691,경로사업부_3,13500,매니저_3,40814,본점_3,75142952,고객_3,25122077,상품_2458,933,대분류_5,2601,중분류_1,8121,소분류_2,7025,세분류_3,02,PB_2,17882.129661933657,2787.687003038208
2024.04,05467,본부_2,66484,사업부_3,05944,영업그룹_5,37283,경로사업부_5,13500,매니저_3,40814,본점_3,73065718,고객_7,57299423,상품_2459,815,대분류_2,7794,중분류_3,8121,소분류_2,7655,세분류_2,01,PB_1,65787.2949237636,3872.3980133130935
2023.03,05467,본부_2,18075,사업부_2,40645,영업그룹_1,45128,경로사업부_4,40058,매니저_5,09443,본점_2,16070762,고객_1,14040047,상품_2460,952,대분류_3,9507,중분류_4,8121,소분류_2,7655,세분류_2,02,PB_2,93502.43124014308,1237.0679339726082
2023.05,05467,본부_2,87570,사업부_5,66869,영업그룹_3,45128,경로사업부_4,68924,매니저_1,91638,본점_5,23407255,고객_9,37465393,상품_2461,952,대분류_3,0162,중분류_5,1649,소분류_3,7025,세분류_3,02,PB_2,43437.71765803493,1999.2854799538113
2023.04,42786,본부_4,84073,사업부_4,77006,영업그룹_2,93691,경로사업부_3,40058,매니저_5,40814,본점_3,73065718,고객_7,21475481,상품_2462,408,대분류_1,2601,중분류_1,7296,소분류_5,7655,세분류_2,01,PB_1,90281.3459390205,7326.393244129576
2024.03,05467,본부_2,66484,사업부_3,05944,영업그룹_5,37283,경로사업부_5,32438,매니저_4,79956,본점_4,15967515,고객_19,60010632,상품_2463,933,대분류_5,7794,중분류_3,1649,소분류_3,7951,세분류_5,01,PB_1,85241.21147882935,6519.766590816677
2023.07,05467,본부_2,18075,사업부_2,40645,영업그룹_1,42605,경로사업부_1,13500,매니저_3,09443,본점_2,15967515,고객_19,82337201,상품_2464,408,대분류_1,0162,중분류_5,7296,소분류_5,2897,세분류_4,04,PB_4,41196.038770187275,3518.3463783196935
2023.05,05467,본부_2,80841,사업부_1,77006,영업그룹_2,42605,경로사업부_1,13500,매니저_3,79956,본점_4,05847842,고객_8,43790370,상품_2465,408,대분류_1,0162,중분류_5,5404,소분류_4,7951,세분류_5,03,PB_3,99092.08898981346,8964.107590198468
2024.09,42786,본부_4,80841,사업부_1,05944,영업그룹_5,45128,경로사업부_4,13500,매니저_3,62642,본점_1,72182478,고객_10,74988632,상품_2466,952,대분류_3,7794,중분류_3,5404,소분류_4,7951,세분류_5,03,PB_3,72797.37423583574,9028.033925133595
2024.08,88114,본부_5,84073,사업부_4,66869,영업그룹_3,09014,경로사업부_2,32438,매니저_4,40814,본점_3,05847842,고객_8,43144335,상품_2467,408,대분류_1,7794,중분류_3,1649,소분류_3,7655,세분류_2,01,PB_1,88470.49835054963,8432.049202019041
2023.08,05467,본부_2,66484,사업부_3,40645,영업그룹_1,09014,경로사업부_2,68924,매니저_1,91638,본점_5,24100318,고객_20,02285058,상품_2468,614,대분류_4,9507,중분류_4,5404,소분류_4,2897,세분류_4,02,PB_2,94838.9263961177,496.1695845730804
2024.05,88114,본부_5,87570,사업부_5,05944,영업그룹_5,93691,경로사업부_3,68924,매니저_1,62642,본점_1,90482989,고객_11,09787307,상품_2469,933,대분류_5,2601,중분류_1,5658,소분류_1,7951,세분류_5,03,PB_3,29176.675174361237,4495.190833203011
2024.08,42786,본부_4,87570,사업부_5,40645,영업그룹_1,37283,경로사업부_5,32438,매니저_4,91638,본점_5,36407697,고객_12,19999617,상품_2470,815,대분류_2,7794,중분류_3,1649,소분류_3,4290,세분류_1,04,PB_4,37642.50542026646,2400.3091893015567
2024.01,88114,본부_5,80841,사업부_1,05944,영업그룹_5,09014,경로사업부_2,40058,매니저_5,62642,본점_1,90482989,고객_11,06886576,상품_2471,933,대분류_5,0162,중분류_5,7296,소분류_5,7025,세분류_3,02,PB_2,79007.62863143932,4444.569099917219
2024.03,25487,본부_3,18075,사업부_2,66869,영업그룹_3,45128,경로사업부_4,46638,매니저_2,79956,본점_4,98000523,고객_17,00696587,상품_2472,933,대분류_5,9507,중분류_4,5404,소분류_4,7025,세분류_3,04,PB_4,98364.1861714833,8325.114379429548
2023.06,88114,본부_5,80841,사업부_1,40645,영업그룹_1,42605,경로사업부_1,32438,매니저_4,09443,본점_2,54654342,고객_14,12480831,상품_2473,933,대분류_5,1856,중분류_2,8121,소분류_2,2897,세분류_4,03,PB_3,37354.62138563152,8494.795119445178
2023.01,88114,본부_5,66484,사업부_3,40645,영업그룹_1,93691,경로사업부_3,13500,매니저_3,09443,본점_2,16070762,고객_1,44808917,상품_2474,933,대분류_5,1856,중분류_2,7296,소분류_5,2897,세분류_4,01,PB_1,45975.90266433734,2602.5468400459176
2023.09,42786,본부_4,84073,사업부_4,77006,영업그룹_2,42605,경로사업부_1,40058,매니저_5,79956,본점_4,67670783,고객_4,26257714,상품_2475,815,대분류_2,7794,중분류_3,7296,소분류_5,7025,세분류_3,01,PB_1,54033.00507071535,127.7125172882889
2024.03,25487,본부_3,80841,사업부_1,40645,영업그룹_1,45128,경로사업부_4,40058,매니저_5,79956,본점_4,45124782,고객_2,40290146,상품_2476,408,대분류_1,2601,중분류_1,8121,소분류_2,7655,세분류_2,01,PB_1,15601.284857626775,5655.247704913308
2024.04,05467,본부_2,84073,사업부_4,15000,영업그룹_4,45128,경로사업부_4,68924,매니저_1,40814,본점_3,98000523,고객_17,19823125,상품_2477,408,대분류_1,1856,중분류_2,8121,소분류_2,2897,세분류_4,01,PB_1,21336.654965658832,311.367054383292
2024.04,42786,본부_4,84073,사업부_4,40645,영업그룹_1,37283,경로사업부_5,40058,매니저_5,79956,본점_4,15967515,고객_19,65292236,상품_2478,614,대분류_4,7794,중분류_3,5404,소분류_4,7025,세분류_3,04,PB_4,76324.9749600501,8132.263088099345
2023.03,05467,본부_2,80841,사업부_1,05944,영업그룹_5,42605,경로사업부_1,40058,매니저_5,09443,본점_2,26118220,고객_16,73464921,상품_2479,952,대분류_3,0162,중분류_5,1649,소분류_3,7951,세분류_5,03,PB_3,44312.12206218872,3117.014800025375
2024.08,05467,본부_2,84073,사업부_4,15000,영업그룹_4,45128,경로사업부_4,46638,매니저_2,40814,본점_3,15967515,고객_19,47996592,상품_2480,952,대분류_3,2601,중분류_1,5658,소분류_1,7025,세분류_3,03,PB_3,10143.306142412954,1287.6447755796944
2023.09,88114,본부_5,87570,사업부_5,77006,영업그룹_2,42605,경로사업부_1,32438,매니저_4,91638,본점_5,98000523,고객_17,17007348,상품_2481,614,대분류_4,1856,중분류_2,1649,소분류_3,7951,세분류_5,04,PB_4,37736.06391360352,4148.218895390561
2023.11,42786,본부_4,87570,사업부_5,66869,영업그룹_3,37283,경로사업부_5,46638,매니저_2,09443,본점_2,23407255,고객_9,55960710,상품_2482,815,대분류_2,1856,중분류_2,7296,소분류_5,7025,세분류_3,04,PB_4,44434.62844269262,9221.6273263778
2024.08,42786,본부_4,80841,사업부_1,77006,영업그룹_2,37283,경로사업부_5,46638,매니저_2,91638,본점_5,58634617,고객_5,91696240,상품_2483,614,대분류_4,1856,중분류_2,7296,소분류_5,7655,세분류_2,03,PB_3,62662.778400362055,1772.265074335934
2023.04,25487,본부_3,66484,사업부_3,15000,영업그룹_4,09014,경로사업부_2,46638,매니저_2,91638,본점_5,58634617,고객_5,76743978,상품_2484,952,대분류_3,1856,중분류_2,5658,소분류_1,2897,세분류_4,01,PB_1,73086.91123564554,8831.048256856708
2024.11,42786,본부_4,80841,사업부_1,15000,영업그룹_4,42605,경로사업부_1,32438,매니저_4,62642,본점_1,24100318,고객_20,02333045,상품_2485,408,대분류_1,0162,중분류_5,7296,소분류_5,7655,세분류_2,03,PB_3,79727.18250302105,9952.797835670659
2024.02,42786,본부_4,18075,사업부_2,77006,영업그룹_2,37283,경로사업부_5,13500,매니저_3,09443,본점_2,73065718,고객_7,99927110,상품_2486,933,대분류_5,1856,중분류_2,5658,소분류_1,4290,세분류_1,03,PB_3,31596.49654513688,8215.453654401324
2023.02,88114,본부_5,87570,사업부_5,77006,영업그룹_2,42605,경로사업부_1,68924,매니저_1,40814,본점_3,36407697,고객_12,70018480,상품_2487,408,대분류_1,1856,중분류_2,1649,소분류_3,7951,세분류_5,03,PB_3,67379.20179845145,6195.121535073067
2023.12,88114,본부_5,66484,사업부_3,15000,영업그룹_4,09014,경로사업부_2,46638,매니저_2,40814,본점_3,23407255,고객_9,91830678,상품_2488,815,대분류_2,1856,중분류_2,5404,소분류_4,2897,세분류_4,02,PB_2,57555.548724716224,7081.713788486391
2024.09,25817,본부_1,66484,사업부_3,05944,영업그룹_5,37283,경로사업부_5,13500,매니저_3,62642,본점_1,97278440,고객_18,20716115,상품_2489,408,대분류_1,7794,중분류_3,1649,소분류_3,4290,세분류_1,01,PB_1,30097.890427554263,3246.23173534085
2024.11,42786,본부_4,87570,사업부_5,40645,영업그룹_1,93691,경로사업부_3,40058,매니저_5,79956,본점_4,75142952,고객_3,40088935,상품_2490,614,대분류_4,2601,중분류_1,5658,소분류_1,7025,세분류_3,02,PB_2,65017.58701899576,2101.755413235769
2024.04,25817,본부_1,84073,사업부_4,66869,영업그룹_3,45128,경로사업부_4,32438,매니저_4,62642,본점_1,98000523,고객_17,32964326,상품_2491,408,대분류_1,0162,중분류_5,7296,소분류_5,4290,세분류_1,01,PB_1,59127.922679194366,1169.8947038584877
2023.03,25817,본부_1,66484,사업부_3,40645,영업그룹_1,42605,경로사업부_1,32438,매니저_4,62642,본점_1,67670783,고객_4,88036379,상품_2492,952,대분류_3,9507,중분류_4,5404,소분류_4,7951,세분류_5,01,PB_1,6231.101389824519,9060.577331367442
2024.04,25487,본부_3,80841,사업부_1,77006,영업그룹_2,45128,경로사업부_4,68924,매니저_1,79956,본점_4,98000523,고객_17,95079652,상품_2493,952,대분류_3,2601,중분류_1,8121,소분류_2,7655,세분류_2,02,PB_2,49771.783023376585,3545.8638168939865
2023.11,05467,본부_2,66484,사업부_3,77006,영업그룹_2,42605,경로사업부_1,46638,매니저_2,62642,본점_1,90482989,고객_11,07776913,상품_2494,408,대분류_1,7794,중분류_3,8121,소분류_2,4290,세분류_1,02,PB_2,84074.39561689078,8106.4996011915455
2023.07,25817,본부_1,87570,사업부_5,05944,영업그룹_5,93691,경로사업부_3,46638,매니저_2,09443,본점_2,23407255,고객_9,00060687,상품_2495,933,대분류_5,2601,중분류_1,5404,소분류_4,4290,세분류_1,03,PB_3,19557.668428628014,8807.497416316515
2023.02,25487,본부_3,18075,사업부_2,05944,영업그룹_5,42605,경로사업부_1,13500,매니저_3,09443,본점_2,58634617,고객_5,91069666,상품_2496,408,대분류_1,7794,중분류_3,1649,소분류_3,7025,세분류_3,04,PB_4,95226.7680567575,9218.143562698924
2023.05,05467,본부_2,18075,사업부_2,77006,영업그룹_2,93691,경로사업부_3,68924,매니저_1,09443,본점_2,97278440,고객_18,07894430,상품_2497,614,대분류_4,1856,중분류_2,8121,소분류_2,7655,세분류_2,03,PB_3,22439.772824100633,3936.2352728412293
2024.11,25487,본부_3,80841,사업부_1,66869,영업그룹_3,45128,경로사업부_4,46638,매니저_2,62642,본점_1,15967515,고객_19,51978565,상품_2498,408,대분류_1,0162,중분류_5,5404,소분류_4,2897,세분류_4,01,PB_1,16164.858285019827,6559.648064437663
2024.10,88114,본부_5,84073,사업부_4,05944,영업그룹_5,09014,경로사업부_2,68924,매니저_1,09443,본점_2,45124782,고객_2,92773614,상품_2499,408,대분류_1,7794,중분류_3,7296,소분류_5,7951,세분류_5,02,PB_2,61952.761404824334,9152.743125444078
2024.09,88114,본부_5,87570,사업부_5,77006,영업그룹_2,93691,경로사업부_3,68924,매니저_1,79956,본점_4,24100318,고객_20,11393094,상품_2500,614,대분류_4,9507,중분류_4,1649,소분류_3,7655,세분류_2,01,PB_1,55642.795702969226,1324.56690717766
2023.04,25487,본부_3,84073,사업부_4,66869,영업그룹_3,93691,경로사업부_3,68924,매니저_1,91638,본점_5,72182478,고객_10,37590296,상품_2501,952,대분류_3,9507,중분류_4,7296,소분류_5,2897,세분류_4,01,PB_1,19839.442668635682,2074.156273581346
2024.03,05467,본부_2,80841,사업부_1,66869,영업그룹_3,45128,경로사업부_4,13500,매니저_3,91638,본점_5,97278440,고객_18,23811941,상품_2502,815,대분류_2,7794,중분류_3,7296,소분류_5,4290,세분류_1,03,PB_3,53331.32904709574,3012.1337333092797
2024.05,42786,본부_4,66484,사업부_3,15000,영업그룹_4,09014,경로사업부_2,32438,매니저_4,40814,본점_3,05847842,고객_8,94832818,상품_2503,952,대분류_3,1856,중분류_2,8121,소분류_2,7655,세분류_2,01,PB_1,98782.33148340341,8371.524416712618
2023.10,25487,본부_3,18075,사업부_2,15000,영업그룹_4,42605,경로사업부_1,40058,매니저_5,79956,본점_4,45124782,고객_2,80375810,상품_2504,815,대분류_2,2601,중분류_1,8121,소분류_2,7655,세분류_2,03,PB_3,61542.66057736637,3321.117745383269
2023.09,25817,본부_1,18075,사업부_2,15000,영업그룹_4,93691,경로사업부_3,32438,매니저_4,62642,본점_1,45124782,고객_2,26113459,상품_2505,952,대분류_3,7794,중분류_3,8121,소분류_2,7951,세분류_5,04,PB_4,3586.540396936722,1544.447138912483
2023.07,25817,본부_1,84073,사업부_4,66869,영업그룹_3,09014,경로사업부_2,46638,매니저_2,62642,본점_1,23407255,고객_9,95949261,상품_2506,952,대분류_3,0162,중분류_5,7296,소분류_5,2897,세분류_4,01,PB_1,36696.68731709525,7250.309314441549
2024.01,05467,본부_2,87570,사업부_5,05944,영업그룹_5,45128,경로사업부_4,32438,매니저_4,09443,본점_2,75142952,고객_3,60029307,상품_2507,933,대분류_5,7794,중분류_3,5658,소분류_1,7655,세분류_2,02,PB_2,18668.67492094894,7859.419132392844
2023.08,42786,본부_4,87570,사업부_5,15000,영업그룹_4,09014,경로사업부_2,46638,매니저_2,09443,본점_2,45124782,고객_2,04916932,상품_2508,952,대분류_3,7794,중분류_3,5404,소분류_4,7655,세분류_2,03,PB_3,18398.802368831926,3750.4027318543494
2024.05,42786,본부_4,84073,사업부_4,40645,영업그룹_1,45128,경로사업부_4,46638,매니저_2,79956,본점_4,75142952,고객_3,02380370,상품_2509,614,대분류_4,9507,중분류_4,7296,소분류_5,7951,세분류_5,04,PB_4,74211.22673307837,5891.287910079352
2024.02,25487,본부_3,87570,사업부_5,40645,영업그룹_1,37283,경로사업부_5,40058,매니저_5,40814,본점_3,75142952,고객_3,23972610,상품_2510,408,대분류_1,1856,중분류_2,7296,소분류_5,7951,세분류_5,03,PB_3,52842.465472693555,7271.625088301003
2023.03,42786,본부_4,84073,사업부_4,05944,영업그룹_5,09014,경로사업부_2,46638,매니저_2,62642,본점_1,98000523,고객_17,60954266,상품_2511,952,대분류_3,2601,중분류_1,8121,소분류_2,4290,세분류_1,03,PB_3,36805.71305205046,9590.644345844297
2024.05,25817,본부_1,80841,사업부_1,40645,영업그룹_1,45128,경로사업부_4,46638,매니저_2,62642,본점_1,45124782,고객_2,38014636,상품_2512,614,대분류_4,7794,중분류_3,1649,소분류_3,2897,세분류_4,03,PB_3,56718.44210551432,4832.10757721428
2023.11,05467,본부_2,66484,사업부_3,77006,영업그룹_2,42605,경로사업부_1,68924,매니저_1,09443,본점_2,36407697,고객_12,15111965,상품_2513,952,대분류_3,2601,중분류_1,1649,소분류_3,7655,세분류_2,02,PB_2,66259.42468513697,2027.0256317276499
2023.06,25817,본부_1,80841,사업부_1,05944,영업그룹_5,93691,경로사업부_3,32438,매니저_4,91638,본점_5,36407697,고객_12,85459470,상품_2514,933,대분류_5,0162,중분류_5,5658,소분류_1,2897,세분류_4,02,PB_2,61657.58497916676,1713.0846655947878
2023.03,25817,본부_1,84073,사업부_4,77006,영업그룹_2,93691,경로사업부_3,68924,매니저_1,09443,본점_2,45124782,고객_2,26923478,상품_2515,815,대분류_2,0162,중분류_5,5404,소분류_4,7025,세분류_3,01,PB_1,41161.34925870122,9372.28055250858
2023.11,88114,본부_5,80841,사업부_1,15000,영업그룹_4,42605,경로사업부_1,40058,매니저_5,91638,본점_5,23407255,고객_9,62777523,상품_2516,933,대분류_5,9507,중분류_4,5404,소분류_4,7025,세분류_3,02,PB_2,67774.57719413096,9855.59299434202
2023.11,25817,본부_1,84073,사업부_4,15000,영업그룹_4,45128,경로사업부_4,40058,매니저_5,09443,본점_2,05847842,고객_8,79222297,상품_2517,952,대분류_3,0162,중분류_5,5404,소분류_4,7025,세분류_3,04,PB_4,29007.15656680984,3439.778732451338
2023.01,25817,본부_1,66484,사업부_3,15000,영업그룹_4,37283,경로사업부_5,46638,매니저_2,79956,본점_4,90482989,고객_11,46852902,상품_2518,933,대분류_5,0162,중분류_5,7296,소분류_5,2897,세분류_4,02,PB_2,13495.351997565765,155.11940086011478
